"search-number","evaluation","a*","b*","c*","d*","fitness","num-replicates","best-fitness-so-far","best-fitness-rechecked"
"46","25","26","10","-5","8","-748.7265685815908","1","465.84087644123065","-867.9377116452929"
"46","26","-26","5","-4","24","-3837.2799436767837","1","465.84087644123065","-867.9377116452929"
"46","27","-23","5","-4","9","-2581.9104058435123","1","465.84087644123065","-867.9377116452929"
"46","28","-23","5","4","8","-522.5286623317604","1","465.84087644123065","-867.9377116452929"
"46","29","25","5","-5","8","-680.976187368052","1","465.84087644123065","-867.9377116452929"
"46","30","-28","5","-5","7","-2752.7979725544146","1","465.84087644123065","-867.9377116452929"
"46","31","-23","5","-5","8","-978.4988535075538","1","465.84087644123065","-867.9377116452929"
"46","32","-26","5","-5","-9","-1496.8695309733264","1","465.84087644123065","-867.9377116452929"
"46","33","25","5","-4","8","-362.7537432002656","1","465.84087644123065","-867.9377116452929"
"46","34","25","5","4","8","-2154.658052185747","1","465.84087644123065","-867.9377116452929"
"46","35","-31","27","-5","8","-2963.154719144706","1","465.84087644123065","-867.9377116452929"
"46","36","31","5","-5","8","-1288.467638463222","1","465.84087644123065","-867.9377116452929"
"46","37","-10","2","-5","8","-276.4441864517096","1","465.84087644123065","-867.9377116452929"
"46","38","-26","10","-5","8","-1127.1781664033183","1","465.84087644123065","-867.9377116452929"
"46","39","-27","-6","-5","8","-2411.621374061864","1","465.84087644123065","-867.9377116452929"
"46","40","-7","-11","-5","8","2066.5094482088243","1","2066.5094482088243","101.52640079317615"
"47","1","32","-11","-2","14","-2950.141697281638","1","-2950.141697281638","-1658.3859544326324"
"47","2","29","-11","-2","14","-1428.2832905905757","1","-1428.2832905905757","-1584.4695249130782"
"47","3","29","-11","-2","-15","-2922.4392420324352","1","-1428.2832905905757","-1584.4695249130782"
"47","4","29","-10","-2","15","-1478.5098629010479","1","-1428.2832905905757","-1584.4695249130782"
"47","5","29","10","-2","14","-1958.3114993178224","1","-1428.2832905905757","-1584.4695249130782"
"47","6","29","-11","-2","17","-3626.078347060474","1","-1428.2832905905757","-1584.4695249130782"
"47","7","29","10","-2","14","-1754.2115100736032","1","-1428.2832905905757","-1584.4695249130782"
"47","8","29","10","-3","-15","-130.04133158785976","1","-130.04133158785976","-1291.4913594819554"
"47","9","30","10","-3","-15","-2093.4292154515906","1","-130.04133158785976","-1291.4913594819554"
"47","10","29","9","-3","-10","-1456.960769017639","1","-130.04133158785976","-1291.4913594819554"
"47","11","29","-12","-31","-15","-4831.786846101603","1","-130.04133158785976","-1291.4913594819554"
"47","12","29","-11","-3","-15","-2543.9550576645615","1","-130.04133158785976","-1291.4913594819554"
"47","13","29","10","-3","-14","-3658.8026960043308","1","-130.04133158785976","-1291.4913594819554"
"47","14","3","10","-3","-15","-1044.3760903821797","1","-130.04133158785976","-1291.4913594819554"
"47","15","29","-11","-3","-15","-2557.717217120193","1","-130.04133158785976","-1291.4913594819554"
"47","16","16","10","-3","-14","-2191.331934410466","1","-130.04133158785976","-1291.4913594819554"
"47","17","3","10","-28","-15","-4641.974795629504","1","-130.04133158785976","-1291.4913594819554"
"47","18","20","10","-3","-2","11.378222763661256","1","11.378222763661256","-865.4678457632951"
"47","19","12","11","-3","-31","-4040.070967667077","1","11.378222763661256","-865.4678457632951"
"47","20","-30","10","30","-2","-3841.7410539419297","1","11.378222763661256","-865.4678457632951"
"47","21","29","10","-3","-2","909.7692507738254","1","909.7692507738254","-1296.3529727475823"
"47","22","29","11","-3","-2","-2211.4649645693244","1","909.7692507738254","-1296.3529727475823"
"47","23","29","10","-3","-7","-1456.90708384033","1","909.7692507738254","-1296.3529727475823"
"47","24","29","13","-3","-2","-1546.670259498567","1","909.7692507738254","-1296.3529727475823"
"47","25","29","10","-3","1","-1336.4017110661803","1","909.7692507738254","-1296.3529727475823"
"47","26","29","10","-3","-31","-4156.90321211545","1","909.7692507738254","-1296.3529727475823"
"47","27","32","12","-2","-2","600.6101406109731","1","909.7692507738254","-1296.3529727475823"
"47","28","29","-11","-4","-2","-1301.5759408596361","1","909.7692507738254","-1296.3529727475823"
"47","29","29","22","-3","-7","-2236.719093897885","1","909.7692507738254","-1296.3529727475823"
"47","30","29","10","-32","-2","-4576.166324409329","1","909.7692507738254","-1296.3529727475823"
"47","31","29","10","-3","-3","-610.159297489091","1","909.7692507738254","-1296.3529727475823"
"47","32","-32","-11","-3","-2","-1611.2869082424425","1","909.7692507738254","-1296.3529727475823"
"47","33","29","10","-14","-1","-2470.8878487411935","1","909.7692507738254","-1296.3529727475823"
"47","34","-30","10","-4","-2","-1617.7173382975748","1","909.7692507738254","-1296.3529727475823"
"47","35","30","10","-4","1","-1714.2958255128929","1","909.7692507738254","-1296.3529727475823"
"47","36","30","10","-3","-2","147.8172339617122","1","909.7692507738254","-1296.3529727475823"
"47","37","28","10","-3","-2","-340.18065535619996","1","909.7692507738254","-1296.3529727475823"
"47","38","29","11","-4","-2","-550.6388251256042","1","909.7692507738254","-1296.3529727475823"
"47","39","3","11","-3","-2","-977.0800251161012","1","909.7692507738254","-1296.3529727475823"
"47","40","-29","10","-31","2","-3935.505792001411","1","909.7692507738254","-1296.3529727475823"
"48","1","-24","-30","13","-11","-3108.712456182856","1","-3108.712456182856","-2588.3007016732363"
"48","2","-25","-30","13","10","-4703.993516857205","1","-3108.712456182856","-2588.3007016732363"
"48","3","23","28","13","21","-3795.024872550225","1","-3108.712456182856","-2588.3007016732363"
"48","4","-24","-21","13","-11","-3300.5849259616034","1","-3108.712456182856","-2588.3007016732363"
"48","5","-24","-30","-20","-11","-4353.349665855873","1","-3108.712456182856","-2588.3007016732363"
"48","6","-24","-30","-14","-11","-5347.349150323051","1","-3108.712456182856","-2588.3007016732363"
"48","7","-24","-21","13","-10","-2880.8794050112683","1","-2880.8794050112683","-2615.8540603436113"
"48","8","-24","-21","18","-7","-1904.1309682263745","1","-1904.1309682263745","-3103.2657920741603"
"48","9","-24","-30","14","-7","-3851.988947430874","1","-1904.1309682263745","-3103.2657920741603"
"48","10","-24","-13","18","-7","-3116.3845893907583","1","-1904.1309682263745","-3103.2657920741603"
"48","11","-24","-21","18","-6","-1717.0774264256584","1","-1717.0774264256584","-2901.0433962505595"
"48","12","-9","-21","18","-5","-2030.9955331271217","1","-1717.0774264256584","-2901.0433962505595"
"48","13","-24","-21","21","-6","-4148.332039668695","1","-1717.0774264256584","-2901.0433962505595"
"48","14","-21","-21","-20","-6","-1447.8304957035432","1","-1447.8304957035432","-2483.9536207103556"
"48","15","-21","-20","-19","-6","-2338.6145108778883","1","-1447.8304957035432","-2483.9536207103556"
"48","16","-12","-21","-20","-27","-4617.034714131127","1","-1447.8304957035432","-2483.9536207103556"
"48","17","-21","-20","-20","-6","-1891.1055850966663","1","-1447.8304957035432","-2483.9536207103556"
"48","18","-21","-21","-20","29","-4793.51270105664","1","-1447.8304957035432","-2483.9536207103556"
"48","19","-25","-21","-31","5","-4539.9002965557775","1","-1447.8304957035432","-2483.9536207103556"
"48","20","-21","20","-20","-6","-2275.9035910504294","1","-1447.8304957035432","-2483.9536207103556"
"48","21","22","-21","18","-7","-1515.7367579075187","1","-1447.8304957035432","-2483.9536207103556"
"48","22","-21","-21","-13","-6","-1967.3804905011516","1","-1447.8304957035432","-2483.9536207103556"
"48","23","-20","-22","-20","-6","-2456.8548527570465","1","-1447.8304957035432","-2483.9536207103556"
"48","24","-21","-21","29","-6","-3487.830382024873","1","-1447.8304957035432","-2483.9536207103556"
"48","25","-28","-25","-14","5","-2769.719662029638","1","-1447.8304957035432","-2483.9536207103556"
"48","26","-21","-21","-20","-27","-4278.297340643178","1","-1447.8304957035432","-2483.9536207103556"
"48","27","-21","-13","-32","-3","-3783.387107080683","1","-1447.8304957035432","-2483.9536207103556"
"48","28","-21","-21","-28","-11","-5051.0098312488635","1","-1447.8304957035432","-2483.9536207103556"
"48","29","20","-22","-20","5","-3877.25253147653","1","-1447.8304957035432","-2483.9536207103556"
"48","30","-21","-21","-19","-6","-3913.3172274000535","1","-1447.8304957035432","-2483.9536207103556"
"48","31","-22","-21","-20","-6","-2255.5246371080193","1","-1447.8304957035432","-2483.9536207103556"
"48","32","-21","-13","-20","-6","-833.6883409086706","1","-833.6883409086706","-1706.1711281099797"
"48","33","20","-13","-31","-6","-3937.056212223777","1","-833.6883409086706","-1706.1711281099797"
"48","34","-20","-13","-20","-7","-1669.440453655747","1","-833.6883409086706","-1706.1711281099797"
"48","35","-21","-21","-20","-7","-1299.6145277700223","1","-833.6883409086706","-1706.1711281099797"
"48","36","-21","-13","-20","-5","-1572.7133327368194","1","-833.6883409086706","-1706.1711281099797"
"48","37","-24","-13","-20","-6","-2252.684039137718","1","-833.6883409086706","-1706.1711281099797"
"48","38","-21","-13","-14","-6","-727.9693669924288","1","-727.9693669924288","-1288.3760961666767"
"48","39","-21","-13","-14","10","-1058.064899095948","1","-727.9693669924288","-1288.3760961666767"
"48","40","-21","-4","-14","-3","-1053.8830295698697","1","-727.9693669924288","-1288.3760961666767"
"49","1","17","-20","7","-25","-3744.3233991595075","1","-3744.3233991595075","-3340.7126466521254"
"49","2","17","-20","4","-24","-4045.267539967803","1","-3744.3233991595075","-3340.7126466521254"
"49","3","14","-29","7","-25","-3633.0930356594354","1","-3633.0930356594354","-5406.245722824817"
"49","4","14","-29","-8","-25","-2999.5916767724684","1","-2999.5916767724684","-5094.267283673706"
"49","5","1","-29","-8","-25","-4707.465310548915","1","-2999.5916767724684","-5094.267283673706"
"49","6","14","29","-8","-25","-4227.714211540468","1","-2999.5916767724684","-5094.267283673706"
"49","7","14","-4","-8","-25","-2336.0148423870833","1","-2336.0148423870833","-2975.855794944441"
"49","8","-15","-4","-8","-18","-1466.3724428579928","1","-1466.3724428579928","-1937.1717277952926"
"49","9","-15","-4","-26","-18","-2602.873462662274","1","-1466.3724428579928","-1937.1717277952926"
"49","10","-15","-4","-26","-25","-4155.669142728825","1","-1466.3724428579928","-1937.1717277952926"
"49","11","-15","3","-8","-18","-1770.714603456617","1","-1466.3724428579928","-1937.1717277952926"
"49","12","-15","-4","-7","-18","-3188.5993314019915","1","-1466.3724428579928","-1937.1717277952926"
"49","13","-15","-4","-9","-18","-1896.208147282957","1","-1466.3724428579928","-1937.1717277952926"
"49","14","-15","-4","7","-18","-525.8667145799332","1","-525.8667145799332","-1128.1914555130554"
"49","15","-15","-4","8","-18","-1852.006389464795","1","-525.8667145799332","-1128.1914555130554"
"49","16","-15","-3","7","-18","-1587.1626977298943","1","-525.8667145799332","-1128.1914555130554"
"49","17","-15","-6","7","-18","-1337.2766884238554","1","-525.8667145799332","-1128.1914555130554"
"49","18","-15","-4","-8","-18","-1770.4732649282448","1","-525.8667145799332","-1128.1914555130554"
"49","19","-15","-13","7","32","-5313.855017170479","1","-525.8667145799332","-1128.1914555130554"
"49","20","-15","-13","7","-18","-877.1825613230785","1","-525.8667145799332","-1128.1914555130554"
"49","21","-15","-1","7","-18","-3812.520022841819","1","-525.8667145799332","-1128.1914555130554"
"49","22","-15","3","7","-18","-1184.9322154070342","1","-525.8667145799332","-1128.1914555130554"
"49","23","-10","-4","7","-18","-770.0406895779341","1","-525.8667145799332","-1128.1914555130554"
"49","24","-10","-3","7","-19","-2093.8938016547054","1","-525.8667145799332","-1128.1914555130554"
"49","25","1","-4","4","-18","-1121.4404358140328","1","-525.8667145799332","-1128.1914555130554"
"49","26","-15","-1","7","-18","-3072.977735979568","1","-525.8667145799332","-1128.1914555130554"
"49","27","-18","-3","7","-18","-2949.8359270042174","1","-525.8667145799332","-1128.1914555130554"
"49","28","-15","-4","7","-24","-1832.4957003793565","1","-525.8667145799332","-1128.1914555130554"
"49","29","-15","-4","25","16","-3127.221052126387","1","-525.8667145799332","-1128.1914555130554"
"49","30","-15","-4","31","-30","-6406.737453291568","1","-525.8667145799332","-1128.1914555130554"
"49","31","-15","29","7","-17","-2851.836896179058","1","-525.8667145799332","-1128.1914555130554"
"49","32","-14","-14","-8","-17","-3431.8585345616093","1","-525.8667145799332","-1128.1914555130554"
"49","33","-15","3","4","-25","-2307.157070895374","1","-525.8667145799332","-1128.1914555130554"
"49","34","-15","-4","-8","16","-587.3709354138985","1","-525.8667145799332","-1128.1914555130554"
"49","35","-7","-4","7","-18","-2061.2865946160773","1","-525.8667145799332","-1128.1914555130554"
"49","36","-10","-3","6","-19","-2525.7022121699706","1","-525.8667145799332","-1128.1914555130554"
"49","37","-15","-5","7","-18","-963.9768526180532","1","-525.8667145799332","-1128.1914555130554"
"49","38","-10","12","7","-18","-900.9252426845826","1","-525.8667145799332","-1128.1914555130554"
"49","39","-18","-4","-5","-19","-2259.8248719940934","1","-525.8667145799332","-1128.1914555130554"
"49","40","-13","-13","7","-24","-2691.2149104905325","1","-525.8667145799332","-1128.1914555130554"
"50","1","-15","10","-27","9","-4155.441961810418","1","-4155.441961810418","-2451.663919201302"
"50","2","-14","10","-27","8","-1507.24415788619","1","-1507.24415788619","-2954.56536977407"
"50","3","-13","10","-27","15","-4025.597291447379","1","-1507.24415788619","-2954.56536977407"
"50","4","-14","-11","-22","8","-3060.4800503019533","1","-1507.24415788619","-2954.56536977407"
"50","5","-14","11","-27","7","-3191.5673335301262","1","-1507.24415788619","-2954.56536977407"
"50","6","-14","10","-27","7","-2139.470245024727","1","-1507.24415788619","-2954.56536977407"
"50","7","-14","10","-30","8","-3578.0981683792697","1","-1507.24415788619","-2954.56536977407"
"50","8","-19","10","-27","8","-2996.596190882093","1","-1507.24415788619","-2954.56536977407"
"50","9","-15","10","26","11","-1696.6548125460115","1","-1507.24415788619","-2954.56536977407"
"50","10","-19","10","26","-9","-3364.66260030335","1","-1507.24415788619","-2954.56536977407"
"50","11","-14","-11","-27","8","-3518.470332855939","1","-1507.24415788619","-2954.56536977407"
"50","12","-14","13","-27","8","-2565.82441029454","1","-1507.24415788619","-2954.56536977407"
"50","13","-14","11","27","8","-2434.6192370751746","1","-1507.24415788619","-2954.56536977407"
"50","14","-14","5","-22","8","-2171.2807497034923","1","-1507.24415788619","-2954.56536977407"
"50","15","-14","10","-6","8","-1581.5618175548614","1","-1507.24415788619","-2954.56536977407"
